Gene,adj_F_pval_well
NFKB1,1.3871256189099262e-85
FCMR,2.0586244211817432e-85
TEDC1,2.7928192768339354e-85
SMC3,3.240325413002074e-85
JAML,3.956936349895144e-85
DNAJC4,5.464325152915885e-85
SNRPA1,6.294749272422324e-85
PRKX,6.617925351736126e-85
SNRPF,6.970641701043014e-85
HIST1H2AM,1.1402202099114847e-84
SMAD2,1.5477191931223738e-84
PRF1,1.916808513563117e-84
FILIP1L,2.2003234730911935e-84
SERPINB1,2.362319301346223e-84
GALM,2.38014812672142e-84
PARP1,2.7595351187746884e-84
OASL,2.961584994537186e-84
ARHGEF39,3.832462593406931e-84
CCNE2,3.919654865145936e-84
IL32,6.34027315576279e-84
SLC25A3,6.787938401774e-84
PDE3B,6.834604834560592e-84
ARAP2,8.847190362543172e-84
IFIT1,8.883626564013592e-84
EPHA4,1.4962115923575803e-83
ARHGAP11A,1.684724913494439e-83
NOVA1,2.0204205205043192e-83
MRPL51,2.7184277712791435e-83
ATF4,3.91989084056005e-83
ANXA6,4.692947344223051e-83
PXN,5.1539153440742105e-83
RBM17,7.886671004802448e-83
ELOC,8.62560617260009e-83
ARHGDIA,8.652804236565306e-83
MIF,9.159610424518016e-83
DRAP1,9.911912842321008e-83
CCL4,1.1418283776734185e-82
CNIH1,1.3609576204512302e-82
GOLIM4,1.639664695315412e-82
SQOR,1.6564447545462356e-82
PSMD11,1.9106670295717657e-82
CLDND1,1.9462713690161287e-82
IFI35,2.0708116090137097e-82
ATP5MC3,2.967396466386641e-82
PLAAT3,3.2369062876327754e-82
PSMD7,4.193298413791905e-82
TESPA1,4.851775269804921e-82
FANCG,6.169207495728346e-82
BCL3,6.925184296530132e-82
SRI,7.034817330069307e-82
SF3B4,7.134369164386617e-82
CDK2AP2,7.267321401538158e-82
TMEM167A,1.2565794076311762e-81
CCDC34,1.2952503327545843e-81
KLF3,1.3800940568574884e-81
MIR155HG,1.381176375691372e-81
SEPTIN7,1.389962824072124e-81
RNF17,1.7045739093734512e-81
SPOCK2,1.8091182740613989e-81
SPAG5,1.896331117919549e-81
UQCRB,2.0450757054161416e-81
BUB3,2.1710770084590417e-81
LITAF,3.0793739635847183e-81
NDUFS6,3.2968143409773493e-81
DAZAP1,3.3386472415088714e-81
PLK4,5.420813197815259e-81
XBP1,6.324184784351739e-81
CBR3,6.435991031653404e-81
SLC1A5,6.675762188434428e-81
AL606807.1,7.095006711692092e-81
MAPKAPK3,7.798936762031611e-81
MRPL52,9.493026736162205e-81
SOS1,1.083101296683196e-80
MT-ND5,1.4534829052213208e-80
PRKCQ,1.4733337172381491e-80
PPP4C,1.684635385015275e-80
DCTPP1,1.6946938879828758e-80
SELENOK,1.7497196377395113e-80
HIST1H2AI,1.9828954839165407e-80
VDAC1,2.0270270307664956e-80
SMARCB1,2.2175808069505903e-80
GABARAP,2.441693095458842e-80
BIN1,3.567839216094313e-80
HNRNPC,3.765125734524048e-80
ZNF367,6.202754563096414e-80
POLE2,6.547387298832617e-80
CTNNAL1,8.77376869481506e-80
EIF4B,9.792030414844625e-80
SMS,1.1055504605915897e-79
DOCK8,1.1059572030882145e-79
HERC5,1.75949240710375e-79
RBBP8,1.9542782561819004e-79
ZFP36,2.3024688691959674e-79
EIF3E,3.1941323949232986e-79
PSMA3,3.7581275869925447e-79
IKBKE,5.401279300460272e-79
POLD1,6.517592388656015e-79
GSTM3,6.605949906905884e-79
MAD2L2,7.895867301916946e-79
DCTN3,1.0562572178898268e-78
SUMO2,1.2407362733056553e-78
DPM2,1.8958072699470844e-78
TTF2,2.0845659417772747e-78
POLD3,2.1708305325071675e-78
COX17,2.936498730645918e-78
CSNK2B,2.969718801205197e-78
GLIPR1,3.292922848894675e-78
HDGF,3.624639632558487e-78
IL27RA,6.006736816671391e-78
NFE2L3,6.569914707192168e-78
HSPA5,7.410959221496599e-78
BOLA3,1.328115202760448e-77
CCR3,1.3573929909508622e-77
ARHGEF3,1.5495857775801234e-77
SAMD9,1.940001864635107e-77
FKBP11,2.026498693552976e-77
ATP5MC2,2.787974922897845e-77
PSMA5,2.816519563876946e-77
LAGE3,2.9246385303135174e-77
SSRP1,3.109237604444236e-77
TTC3,3.613706775081607e-77
DYNLL1,3.693367349934221e-77
PPIF,3.78879868430288e-77
ERI1,3.855032265508737e-77
PARP9,3.96968328084526e-77
MAGOHB,3.975936010852127e-77
MIS18A,4.163585960429166e-77
ARRB2,5.275316833810408e-77
GBP1,6.8772546082082215e-77
CDCA7,7.115751372537937e-77
IKZF4,1.0481655217765483e-76
SYPL1,1.2256794323178585e-76
AC011603.2,1.3464780629075735e-76
IQGAP2,2.412060464673409e-76
RESF1,3.0592686711149264e-76
RPL23,3.1013791560929834e-76
DSN1,3.3949256287437524e-76
CORO1B,3.5168741501017546e-76
IL16,5.863371229673616e-76
CD58,7.650815520144307e-76
RBX1,7.818789762673251e-76
VAMP2,8.715009949598227e-76
SUB1,9.290296605900955e-76
MAGOH,1.1426942852836943e-75
NDUFB3,1.1509688563633372e-75
KIF20A,1.3348577589373825e-75
RFC5,1.5836867788387697e-75
AGTRAP,1.751447556856265e-75
CSF1,1.833140872156804e-75
YEATS4,1.9184151399414984e-75
EVI5,1.9590816889186134e-75
AP2S1,2.3154453824536076e-75
XRCC6,2.4821860244956937e-75
PTPN6,3.2070773907304165e-75
SOD1,3.654926921207981e-75
NME2,4.907223201473976e-75
RBFOX2,5.914043637675962e-75
ARL6IP5,8.401065484241612e-75
STX3,8.809999356837895e-75
ACAA2,1.0812967061518193e-74
EXOSC8,1.4629145318368122e-74
LCP2,1.5031375974065997e-74
NDUFB9,1.5116854653597803e-74
GPR183,2.1909120524567215e-74
LY9,2.4461318534150023e-74
HNRNPU,3.280690652287539e-74
RPA1,7.640434033605642e-74
ZEB2,7.73241068527305e-74
MMD,8.328772802531647e-74
HCLS1,8.864612979712729e-74
ACE,1.311878705325783e-73
NFATC3,2.664603849486222e-73
NUDC,4.0989874171005706e-73
ACTL6A,4.271601477386061e-73
CBFB,4.4109648928631e-73
ICAM4,4.4489852396811446e-73
PLCL1,4.708010703840946e-73
PXMP2,4.965051845535567e-73
DMC1,5.184146419626249e-73
HIST1H3C,5.705813323435749e-73
GPAT3,6.926670181122385e-73
DSTN,8.77800161773644e-73
HIST1H1C,9.970922274800057e-73
TLNRD1,1.18317594002407e-72
CHST11,1.3417960821449835e-72
GAB3,1.5569705437853826e-72
HSP90B1,1.582683573970604e-72
ACAT2,1.8820016107397946e-72
IL13,1.9566802505146828e-72
TCTN3,2.7319237076327546e-72
ROMO1,2.782365892259377e-72
RAC1,3.6638511072885593e-72
POLR2K,3.8438370295504153e-72
CCT5,5.529112089086733e-72
IRF1,6.128219200502275e-72
TMEM160,6.680795266257833e-72
YPEL3,6.75084325431609e-72
CISD2,6.809379018944299e-72
FLNA,1.2016695814792737e-71
DPF3,1.6065145139706362e-71
GSTO1,1.6347231534288707e-71
HLA-DQB1,1.6835989334670863e-71
VPS29,2.4228342201386555e-71
SP140,2.635429716788261e-71
SLC2A4RG,3.0836549490038414e-71
SSR3,3.267855354132981e-71
PRIM1,3.411470060616364e-71
FOSB,3.4777053132592257e-71
STX11,3.809742322184751e-71
PSMD4,3.8173370311713195e-71
HIST1H1E,6.735684630363637e-71
AL138720.1,6.9868477941363076e-71
DNAJB9,7.418721211698542e-71
PUF60,7.66593497819013e-71
CENPS,8.471031650959978e-71
CHST12,8.744623569793736e-71
MPDU1,1.0726268990867887e-70
GNB1,1.1526511559974688e-70
ITM2B,1.4497009097776074e-70
PMCH,1.563979867052181e-70
BARD1,1.970366553402419e-70
NDUFC2,1.994207547819606e-70
PCED1B,2.3739721032900066e-70
YBX1,3.0842236026733106e-70
ST13,3.495051141110083e-70
SNRPD3,3.905749396624253e-70
MX2,4.233224370611264e-70
LRRC32,6.086732015866978e-70
SUPT16H,6.18356188062597e-70
PSMC1,6.451315058293829e-70
RAD21,7.863322097888183e-70
GNB2,7.877763228321871e-70
TTK,8.45163567557597e-70
ITGB7,8.502518141964088e-70
SERPINE2,8.71625351851471e-70
COMMD4,8.857736340013675e-70
PBK,9.75392237315047e-70
FDPS,1.245813779372666e-69
HIST1H2AH,2.0674797126382318e-69
SELPLG,2.608912662664135e-69
ATP5PF,2.6693912602730037e-69
PPM1G,2.914540347877846e-69
NDUFB2,3.273089866481036e-69
ANXA5,3.5971240226359586e-69
GNPTAB,3.958751431526178e-69
RABIF,5.671700892531855e-69
TDRD12,7.196780637351812e-69
GUCY1B1,7.19735525217003e-69
HERPUD1,1.2776093780581757e-68
CCNF,1.539940424049542e-68
GPSM3,1.9299793669317546e-68
NABP2,1.962521128366743e-68
VASP,2.14677787352613e-68
FANCD2,2.3834888772987028e-68
RNASET2,2.5478792999857472e-68
DNA2,2.9003034196036064e-68
RER1,3.711514135647124e-68
FGFR1,4.1593951330257605e-68
SCPEP1,4.2487127920874535e-68
RNF157,7.261316814712484e-68
ARHGEF6,7.760193917149079e-68
NDUFA2,8.017120181931478e-68
SPIN1,8.492591253067477e-68
NAGK,9.677338633893375e-68
NCAPH2,1.0158507922896941e-67
NDUFS8,1.3751733672426957e-67
ORC1,1.409903332170249e-67
TUBG1,1.650971380909055e-67
RPA2,2.6678830805833154e-67
FBXO6,3.471689607137203e-67
SRA1,3.581038155156012e-67
EIF3L,5.841237748879766e-67
NME1,6.323150326004284e-67
DNAJC15,6.674910318167473e-67
SIT1,6.977659840081812e-67
IFI27,7.140383118166188e-67
MIB1,7.447400661938202e-67
HSBP1,7.507785193052697e-67
MICOS10,8.379548507515501e-67
RHOH,8.69520872521229e-67
PTGES3,9.230289961571902e-67
FNDC3B,1.3580231760041007e-66
C4orf46,1.7264575728106972e-66
ATP5PO,2.5375850402050297e-66
PREX1,2.6663010585590173e-66
SEM1,2.8906432816205844e-66
PDE6G,4.3071107504941805e-66
RPL27A,4.566252809459144e-66
USP15,8.824269360454932e-66
PSMA1,9.459109690144009e-66
ARRDC3,1.0050678419687157e-65
ILF2,1.1601760356410341e-65
TNFSF14,1.2022383429231317e-65
SHMT2,1.4754898659988852e-65
CD53,1.969723544276819e-65
NXT1,2.472586533332668e-65
HPRT1,2.689212203064408e-65
PHTF2,2.7148570186814588e-65
HNRNPR,3.314772994507506e-65
MRPL37,3.692760630262145e-65
CAMK2D,3.6938869954861235e-65
CMTM6,5.87403895247314e-65
SNX8,6.026663647343458e-65
C21orf58,8.7606567104013e-65
RPL39L,9.458630876987363e-65
IER2,1.0757281952743248e-64
AKR1B1,1.1962949597168832e-64
PRKDC,1.3611167348591299e-64
FAM49B,1.7537258863128053e-64
LGMN,2.4582991572064404e-64
SPN,2.5762686216867653e-64
IVNS1ABP,4.332058618709198e-64
PMF1,4.356740450092364e-64
GGT1.1,4.389622780133638e-64
TFDP1,4.5253086794684864e-64
SND1,4.913139145057578e-64
IL1RAP,5.1553049194067526e-64
MT1X,5.194115949417876e-64
HAT1,5.465947324955232e-64
RAB8A,5.5634468219389935e-64
SPRED2,7.487213983876776e-64
ABCF1,8.45972468651267e-64
MYC,1.0094283664788382e-63
DBNL,1.0522864949120914e-63
ANXA3,1.1639942141531544e-63
BIN2,1.1868110505137406e-63
SLF1,1.4098229049311303e-63
HNRNPL,1.4743291080921268e-63
TMBIM4,1.4806762808826766e-63
IGLON5,1.4829743959991367e-63
MVP,1.4955041148619186e-63
DHRS3,1.5638527504393376e-63
RNF167,3.0579390487334975e-63
CDC25B,3.455171428008271e-63
KAT2B,4.085195311596539e-63
POLA2,4.1348369581665655e-63
VDAC3,4.845409452340283e-63
MEA1,5.354433292750653e-63
MASTL,5.702612122921037e-63
ILF3,6.26566608026403e-63
PSMD1,6.596125427792973e-63
AP003086.1,6.992115613440664e-63
ZBP1,7.844993909285476e-63
TIMM23,7.895528740345742e-63
UBE2A,8.834475789139343e-63
LINC00470,9.547589059180909e-63
PDE4B,1.1625538534524873e-62
GPI,1.4131041247799157e-62
NDUFB8,1.4292421521377375e-62
CYCS,1.6659403985926401e-62
IMMT,1.7555338506132814e-62
JUND,1.9576129175704067e-62
TAP2,2.082326503442015e-62
NUDT21,2.1059262413821224e-62
HAUS8,2.465475113528689e-62
SFPQ,2.4929698268416557e-62
CHTF18,3.185324537592624e-62
AC068756.1,3.501583562578566e-62
UGP2,3.9082875520123786e-62
KNTC1,4.440492249084251e-62
TSPAN4,4.714499488809288e-62
CREB3L3,6.373250937620647e-62
NT5E,1.568314868903212e-61
KRAS,1.7012279887676707e-61
NIBAN1,2.0576695355998472e-61
CCR2,2.058561394558168e-61
RTF2,2.260979564177734e-61
PSMC2,2.711096813907638e-61
LDOC1,2.9389272230611897e-61
NFKBIB,3.487871169942118e-61
GINS1,5.2113064329170124e-61
SH2D1B,5.759408421143997e-61
HSBP1L1,6.706651906405978e-61
STIP1,6.940270493565839e-61
DBNDD2,7.048410238959825e-61
MTCH2,9.085979556073862e-61
HERC6,1.2711134343145953e-60
SERTAD2,1.569534782912308e-60
YES1,1.6845709183609782e-60
HSPA6,2.0625085447338749e-60
COPRS,2.1607231625784432e-60
PARK7,2.2840189621862508e-60
COX7A2,2.4214278564914124e-60
KLK1,2.6135600151635247e-60
RASAL3,2.913490552914862e-60
SNTB1,2.988906257611387e-60
UQCC2,3.108197573575011e-60
OXNAD1,3.1812631551520003e-60
TAGLN2,3.215074824761343e-60
GLIPR2,3.261463260701967e-60
TNIP1,3.3143245397924174e-60
UQCRC1,3.766722810971934e-60
GPR35,6.32920292827897e-60
SUPT4H1,6.655164840444927e-60
TNFAIP8,6.698094764017862e-60
ADD3,6.793364667308306e-60
KIAA0319L,6.90299522715594e-60
LAP3,8.008704333362706e-60
RASA3,8.316011920648015e-60
CENPK,8.432662174218643e-60
SNHG6,8.616296563284595e-60
LYST,8.913095088280706e-60
ITGAL,9.019237558346078e-60
IFIT3,1.0257324631544862e-59
MYH9,1.1411747810504313e-59
IFNG,1.1735224491166603e-59
ACTR2,1.6125753487453527e-59
LAPTM5,1.7374878633152473e-59
SUMO1,1.7755900242974443e-59
DPP3,1.9611772796885872e-59
LMAN1,2.0547497078325464e-59
LINC00861,2.124353591440969e-59
ABLIM1,2.2532699875847846e-59
SLC39A8,3.1517356301943347e-59
THSD4-AS1,3.159764564818173e-59
GUK1,3.2212885185830062e-59
PSMC3IP,3.279860311045731e-59
IL17RB,3.693879876934522e-59
HEBP2,3.8530444536949693e-59
HSPB11,3.922328127111203e-59
PASK,4.491830242628658e-59
ZGRF1,6.1787989926902555e-59
CDK2,1.0087820707048731e-58
SF3B2,1.0170638029267005e-58
SRSF10,1.1333158577253768e-58
NCALD,1.1361237395668943e-58
NUTF2,1.1910976658896449e-58
WEE1,1.1955014054728116e-58
TOPBP1,1.2644272934055034e-58
SELENOT,1.463155614185244e-58
GBP2,1.4820601274993702e-58
NAP1L4,1.4824811512612577e-58
GADD45G,1.87686532219025e-58
TNFRSF14,2.3322707645709705e-58
VCP,3.032461970090561e-58
TP73,3.2475780787906064e-58
INCENP,3.8541766501125974e-58
CNOT9,4.050560763118351e-58
IFI27L1,7.963565561455144e-58
POLR3K,1.1578268280745094e-57
NREP,1.7853818717591127e-57
CD48,1.8294430297337723e-57
C17orf53,1.9354335104078535e-57
PYCARD,1.9564445064029372e-57
NDUFB6,2.0541890611700968e-57
PRR11,2.371218325564947e-57
ATP5MC1,2.7709962060735756e-57
CYC1,3.826562992513815e-57
AL391056.1,4.2909975242947325e-57
ADAR,4.6616880195041126e-57
PIR,5.483901637328622e-57
ZDHHC12,5.664272390023714e-57
NEK2,6.89139516691746e-57
RPS6KA5,7.058765131616907e-57
EMD,7.461646029993995e-57
SLC35D2,7.98502141820343e-57
CENPJ,8.644191568776444e-57
ANP32B,9.084218934218363e-57
GINS3,1.0159588967325397e-56
SZRD1,1.1584693448442053e-56
TOMM5,2.2402513095576233e-56
AMOTL1,2.293199884369427e-56
SUCLG1,3.159931343121164e-56
SPCS3,3.673891332429161e-56
AL138828.1,4.040557327228042e-56
PSMD2,4.236362975259121e-56
COMMD6,4.6586045265572405e-56
CD80,5.632101243677453e-56
KIF20B,6.198916816227954e-56
CDC25C,9.851226579811915e-56
FANCC,9.854369836898318e-56
SLAMF6,1.1191631637067983e-55
NDUFA9,1.289160366161221e-55
TOP1,1.7202300950377648e-55
UNC119,1.965618220405378e-55
RPS27L,2.1040459959158603e-55
PTMS,2.2147584490876245e-55
MLEC,2.848751507780527e-55
FHL3,3.8955290327351485e-55
CD200R1,4.2523023947542216e-55
RAB37,5.052054325108853e-55
ARF4,5.2155985111485734e-55
DDX46,5.492392703559916e-55
ATP5F1C,6.283507782828267e-55
ACADVL,7.896159367423113e-55
KDM5B,8.237619128078903e-55
RBPJ,8.578925478184994e-55
GLRX3,8.776092465385348e-55
HINT2,8.778528723504802e-55
CD3E,8.780840728806436e-55
CD81,9.31200147287318e-55
DDB2,9.466239981907246e-55
RECQL4,9.991741790355468e-55
POLR2G,1.049433467936082e-54
LMNA,1.1329023275793094e-54
ENY2,1.1660872235460377e-54
SNRNP40,1.1813599023483005e-54
NDUFS7,1.2223692058090048e-54
RASGRP4,1.3229096999434623e-54
PDIA3,1.674700054750803e-54
ARL6IP1,2.0441012436372763e-54
CHMP4A,2.098645484196239e-54
LINC02341,2.2549005639376367e-54
THRAP3,2.358129375302569e-54
FAM107B,2.4255107600177616e-54
TWF2,2.5953452479101393e-54
PTGDR2,2.709820728224775e-54
C12orf76,2.830321712212487e-54
HSH2D,3.2764176220749546e-54
ITGAX,3.7184875078402266e-54
GLRX,4.2141684529414207e-54
CD226,4.312583796180129e-54
HIST1H2AJ,4.4150525968163535e-54
RTP4,4.7980585185910703e-54
EXOSC3,5.696692018681475e-54
EMB,5.715312506893151e-54
AC022182.1,6.02010290441486e-54
ANXA1,6.424362281572215e-54
FASLG,7.422869392126638e-54
TACC1,1.0089637915955986e-53
COX7B,1.124502573124365e-53
KHDRBS1,1.1339183595241566e-53
GATA3-AS1,1.1817788358046417e-53
UBL5,1.2823191456470278e-53
NDUFB7,1.5053739831207633e-53
TMEM50A,1.5591511198794149e-53
TIMM8B,1.5786347673389722e-53
RSRP1,1.65398675256624e-53
RASGRP2,1.6839800281285297e-53
SYNCRIP,1.7331753976263883e-53
TYMP,1.759595902971423e-53
HNRNPH3,2.0209969360869068e-53
CORO7,2.0869767894171508e-53
SKA1,2.1589354991530663e-53
DDOST,2.28779278797255e-53
PRR5L,2.322490544517962e-53
RNASEK,2.49292972232398e-53
WDR62,3.8109955151152794e-53
UBE2F,3.863562450738257e-53
RNF181,4.100160044445715e-53
NSD2,4.195351871972942e-53
SERBP1,4.279382867171386e-53
PIGX,4.839719662660912e-53
MDFIC,4.926324665934126e-53
ARSG,5.449606696128171e-53
PSMD6,8.333247734351347e-53
ALKBH7,9.576956608442232e-53
LHFPL6,1.0203674394330462e-52
EDF1,1.1299190749761907e-52
BEX2,1.1786938137456632e-52
SASH3,1.2042545706268686e-52
ATP6V0D1,1.3781400048387888e-52
ZFP36L1,1.4788535766504831e-52
PRKCA,1.4862818495372783e-52
MTHFD2,1.5251227483135837e-52
ITGB1BP1,1.6144173235307602e-52
EVL,1.8328383844970642e-52
OSBPL3,2.0242277512041705e-52
RBL1,2.079658819570937e-52
PTPRM,2.429179288289248e-52
TSPOAP1,2.4774855823995882e-52
NAP1L1,2.5803086173105924e-52
UCP2,3.1985268268285664e-52
FAAH2,3.405128462002561e-52
COX6B1,3.5604502885310264e-52
PSMB7,5.287426896435639e-52
CCT6A,6.426840564351179e-52
TGFBR3,6.573584593609366e-52
SUMO3,6.793418766549589e-52
CEP78,8.75703925843711e-52
DENND2D,9.8837438827732e-52
EML4,9.885029777575095e-52
AL158071.3,9.993408524645898e-52
RNF213,1.1459550377155637e-51
NCOA3,1.2055663829560721e-51
PECAM1,1.3095443722934027e-51
VBP1,1.3126460095004518e-51
SIRPG,1.4611566305005992e-51
MRPS18C,1.553527461953488e-51
TIMM10,1.640602840722838e-51
FKBP4,1.8394791916077117e-51
DUSP22,2.0193762244174387e-51
CD3G,2.154110457853885e-51
C4orf48,2.1862033454966104e-51
PPP2R5C,2.2412247361643467e-51
GFI1,2.4313686026267403e-51
LYPLA1,2.7465964228793114e-51
RBBP7,2.936103627780208e-51
ITGA4,3.324156080667879e-51
LMAN2,3.3496087040166e-51
TCTEX1D2,3.463433604518729e-51
GPAA1,3.945966851066114e-51
CFAP20,3.946835948955506e-51
HNRNPK,4.358539615242707e-51
UQCR10,6.433060099923037e-51
ELOB,7.426878782880989e-51
SLC3A2,7.615168067983926e-51
BUB1B,7.949345313323311e-51
ATP5IF1,8.05661272019915e-51
SLC8A1-AS1,9.016524150051377e-51
CMPK2,9.367045630982004e-51
GCH1,1.2005068820369692e-50
CDC25A,1.379143745251752e-50
POLA1,1.4077869842160076e-50
PDCD5,1.4130438429136829e-50
GZMH,1.6450519532152669e-50
EIF4A2,1.7403404352822485e-50
C16orf54,1.7980764818508886e-50
GTF2H5,1.8206924345887603e-50
TRIB1,1.8858746538951346e-50
GGCT,1.8932728870678376e-50
FAM72B,2.026765103693381e-50
TRG-AS1,2.3024671027440484e-50
MRPL11,2.8131972754399127e-50
PDIA6,2.891538164567116e-50
USP28,2.9452454831552465e-50
ARF1,3.4460422814767107e-50
SLC35F3,3.4694077231568406e-50
MYL6B,3.54297792386133e-50
SPPL2A,3.825431547196653e-50
UBASH3B,4.10608221034008e-50
DERL3,4.590025241810205e-50
GPR174,4.9076820920184935e-50
SATB1-AS1,5.736285621600817e-50
FANCL,6.211896142236436e-50
FIBP,6.82659636947274e-50
UBC,7.035834689592178e-50
FUT8,7.212553884547211e-50
MRPL28,8.67761925551449e-50
RAB28,8.855153824218387e-50
FURIN,1.0088725204749955e-49
SSNA1,1.0315909770482589e-49
NDUFB10,1.465025785593102e-49
LINC02694,1.7048144150516332e-49
HNRNPA0,1.9262271706132347e-49
NAPA,2.0050616336215262e-49
URM1,2.050719277004637e-49
UFC1,2.5144443735233676e-49
FHL2,2.8487459175147972e-49
E2F2,2.8960957761131076e-49
PPIH,3.045738496237362e-49
DNAJC8,3.5900400755953976e-49
TAB2,3.738989042221609e-49
NFIL3,4.023111502898011e-49
MAGI1,4.198824042722151e-49
GNB4,4.80931817725538e-49
NONO,4.855777339249058e-49
LINC00271,5.0935011647856085e-49
MRPL22,5.537233199264701e-49
NDUFB4,6.434120243514271e-49
FAR2,6.611625062469495e-49
RRP7A,8.11318510504335e-49
IFIH1,8.888102140772159e-49
MZT2B,1.0110321787279285e-48
BCL2L1,1.0111450131788452e-48
HLA-DRB5,1.085069333529218e-48
LSM2,1.437434139846208e-48
CYB5A,1.5133228915273493e-48
TMEM217,1.6002530100604283e-48
LBH,1.8626117060985325e-48
OTULINL,2.0297791540071218e-48
DENND3,2.219788373522575e-48
AGAP9,2.337120442704079e-48
RB1,2.5342366103282763e-48
FRMD4B,2.645922188268135e-48
HSPA8,2.6675691747563976e-48
AC090152.1,2.8848784345591433e-48
CASP3,3.14762296999153e-48
CSTB,3.2205699891359325e-48
CHDH,3.491424026600463e-48
TNFSF4,3.825939145054895e-48
AIP,3.881106507966698e-48
ANK1,4.1045913369848477e-48
DUSP2,4.8378469620800505e-48
CLTB,5.0639112783242065e-48
CD3D,5.829421766110712e-48
WIPF1,6.423987413907714e-48
TUBA1A,7.24288198800139e-48
AUH,7.54141985933737e-48
CDKN2B-AS1,1.1189197307513621e-47
GET3,1.3210927359991136e-47
PARPBP,1.4533866825240622e-47
GAMT,1.5995495840615514e-47
NAA38,1.7996235831928597e-47
LAMTOR1,1.8796810316341314e-47
PBRM1,2.0006013868683167e-47
SLC25A10,2.835501119366943e-47
CADM1,3.2457022709794173e-47
HIST1H2BH,4.421571337409471e-47
OPTN,5.022060186807148e-47
MCL1,5.268762914173392e-47
HAUS4,5.645750640766507e-47
POLR2E,5.946870083405046e-47
PSMD12,7.768404633671641e-47
HBEGF,8.17775857030613e-47
LAMP2,8.300271301251847e-47
SPDL1,9.16895300820331e-47
MMS22L,9.446252887166445e-47
COPE,9.722744263571031e-47
CLK1,9.870833343260481e-47
PHF5A,9.944304321124215e-47
GUSB,1.1241947450041586e-46
FERMT3,1.3438042745791555e-46
UBB,1.4038550192466659e-46
ACTN1,1.4509696525742992e-46
GYG1,1.503454769917041e-46
PSMD3,1.5602585790350892e-46
SPATS2L,1.63241516233348e-46
ACTN4,1.9991599029199987e-46
DAD1,2.0021296400235825e-46
N4BP2L2,2.1969419811418117e-46
ATP1B1,2.5670920769541057e-46
AL135905.2,2.9064268513732393e-46
MRPS15,3.0728972910200397e-46
TAGAP,3.622808045174769e-46
JAK2,4.103906231953432e-46
KIF5C,4.296467259280913e-46
MRPL13,6.572260097863808e-46
KRR1,6.662193479458385e-46
BTG2,6.6994908953064906e-46
PRDX2,6.9882137628805895e-46
PLCB1,7.320565543583785e-46
C15orf39,7.421053015011881e-46
HIST1H2BK,7.538365566351537e-46
RGS19,8.062188392762272e-46
RAB6B,8.149467689428216e-46
GRAP2,9.834566205516401e-46
UCK2,1.2888518271592558e-45
RAD23A,1.4042565307800418e-45
MMP25,1.4376853769226223e-45
EIF3H,1.4904258841606787e-45
ENSA,1.854238224164114e-45
RPN2,1.9319553778006723e-45
ACVR2A,2.0699921885610104e-45
REEP5,2.1454481070163653e-45
MYCBP,2.3497716391526785e-45
CCS,2.5373134865007972e-45
SMAD5,2.924484660277186e-45
MZT1,3.4549339883626376e-45
GEN1,4.691439052514196e-45
PTCH2,4.7292374196758357e-45
HLA-DQA1,4.899211284410265e-45
UQCRH,5.134767700774869e-45
MRPS6,6.417659395382569e-45
OSBPL8,6.46557150883972e-45
DECR1,6.873831024232763e-45
PCNX1,6.891156897809257e-45
PPP1R12A,7.105149751982505e-45
TMIGD2,7.894143148365679e-45
OGT,7.9865938273133e-45
POLE4,9.444617848455834e-45
CHMP2A,9.723527824863886e-45
MIAT,1.0811728365900168e-44
SMIM3,1.3041088126345815e-44
CMC2,1.3129734320100967e-44
TEDC2,1.4904548994042134e-44
KIAA1217,1.5340280686277675e-44
SEC13,1.5525425105278567e-44
AP001347.1,1.6802180824025964e-44
PDCD4,1.745353511976026e-44
CXorf21,1.7483376761516774e-44
ETS1,2.2520113935228033e-44
OSTC,2.3150141221380527e-44
CYB561D2,2.563831499239436e-44
SERF2,2.5871225060879465e-44
CARD16,2.6178343188907597e-44
