Gene,adj_F_pval_well
LPXN,1.0488709452706744e-41
RNF130,1.0807403009982136e-41
HINT1,1.2494579020744222e-41
TPGS2,1.322321651392149e-41
AC008014.1,1.324766193723164e-41
ZNF581,1.3284636456203531e-41
STAM,1.3868941793244824e-41
NDUFB1,1.387365225120476e-41
MORF4L1,1.848093472009026e-41
TNFSF8,1.9267586251433472e-41
NCDN,1.9401073745198047e-41
RHEB,2.0551394789496854e-41
CD164,2.502585177587183e-41
PTPN14,2.524773349782367e-41
DGKH,2.887134684718651e-41
PHF11,4.037031351845319e-41
CDC37,5.941054722302846e-41
SNF8,6.357536410247741e-41
PAG1,7.176642193842206e-41
EEF1E1,7.501870660267326e-41
LPCAT2,8.425593738438633e-41
POLE3,8.628535009722442e-41
COX5B,1.0863369579919355e-40
DPYD,1.1510737530891376e-40
DEF6,1.1682271483994874e-40
RAD54B,1.3363735758260457e-40
PGD,1.3726911290468608e-40
RAB11A,1.6346061461385021e-40
CAPZA1,1.6702242213638008e-40
ANXA7,1.6950297315924643e-40
SDC4,1.8035890510088596e-40
PSMD13,2.03337989170602e-40
LINC01814,2.090512329375081e-40
ARHGAP30,2.1243263415499973e-40
APMAP,2.2218152932903514e-40
POP5,2.3128242086035627e-40
NBL1,2.3354301432078826e-40
CAST,2.4001201351665265e-40
AC068587.4,2.4687263664856574e-40
ATXN1,2.7134469217050472e-40
ZMYM2,2.779970360928679e-40
NRIP1,3.004295805646315e-40
MAPRE1,3.1639745972666772e-40
ETNK1,3.4377117994525664e-40
BASP1,3.612298918412736e-40
FGFR1OP2,3.626993801497467e-40
BEX4,3.826381277768775e-40
DDX60L,3.8899895648840494e-40
ICAM2,4.371877876998438e-40
XYLT1,4.8487249601531316e-40
FH,5.783776316993246e-40
ESPL1,6.439790885790668e-40
ZYX,7.697012434883085e-40
GLCCI1,1.216118945557801e-39
UBA1,1.5105014398887357e-39
FTX,1.5722175044916802e-39
LMNB2,1.637011276297479e-39
MMADHC,1.7594372423815256e-39
OXA1L,2.1928726085798018e-39
ORAI3,2.380015341611249e-39
CCT8,2.4526431259250295e-39
NDUFS2,2.6864876060632387e-39
HIPK2,2.7767338764628007e-39
TMOD3,3.227092014539959e-39
NDUFA1,3.428850813755428e-39
ANTXR2,3.860537642711907e-39
TMED9,4.254442870460306e-39
STARD4,4.299413087163771e-39
TNFSF11,4.532301294166031e-39
MRPL47,4.69863895804144e-39
KLF13,4.940838909538378e-39
MSH6,5.241573075463407e-39
POLR2J,5.342690713341811e-39
TTN-AS1,5.386805144830033e-39
INPP4A,5.701691720925755e-39
HLA-DPA1,5.926304837002016e-39
HIST1H2AB,6.130825298978844e-39
DAZAP2,7.300140705373902e-39
CCR8,7.55989645517537e-39
SUZ12,7.727202866066526e-39
TACC3,7.928864419022439e-39
NUCB1,9.30463829432432e-39
CENPQ,1.0628836767860758e-38
SEC24D,1.284601690636349e-38
HSD17B14,1.3985585343347388e-38
MLF2,1.4073267159225152e-38
MBNL1,1.5332906975794732e-38
NUDT15,1.6827496599392903e-38
MSN,1.8982242352528167e-38
SKAP2,1.945018195131643e-38
RSL24D1,1.9717051550011762e-38
CBX1,2.199045738874796e-38
MBNL2,2.30713331629663e-38
GRAMD1B,2.367602326469447e-38
PHB,2.371006277468692e-38
UPP1,2.382325916476132e-38
PGP,3.3070161659419357e-38
IL10RA,3.373695244868999e-38
TMPO-AS1,3.6554910411850667e-38
GHITM,4.011837944833688e-38
SMKR1,4.24764322014688e-38
ITGB2,4.445815791564017e-38
TDG,4.5259390317212266e-38
RAP1B,4.581133876566602e-38
TSPAN2,5.037568114715531e-38
GIMAP2,5.37469778071889e-38
ICAM1,5.47518917996924e-38
OIP5-AS1,5.56994838381074e-38
CHD7,6.047436508119701e-38
NT5DC2,6.065219640502176e-38
KDELR2,6.269942782097312e-38
CUTA,7.003159961214686e-38
CYB561,7.128032530537215e-38
IQGAP1,7.43104017019491e-38
LYPLA2,7.966208146950959e-38
RAB5C,8.633034975732592e-38
FGFBP2,9.265731913064874e-38
ETS2,9.957844459458004e-38
RTRAF,1.1062956324716623e-37
SARNP,1.1569314454305392e-37
STOML2,1.2346937532247385e-37
ATP5F1A,1.237287508730775e-37
COMMD3,1.2423814054538389e-37
EZR,1.2723953604514312e-37
DUSP16,1.3406129372123175e-37
RAB1B,1.4634909156237375e-37
PBXIP1,1.4665607895967865e-37
NEDD8,1.5275673877480254e-37
CENPL,1.5547416471493027e-37
NFAT5,1.5899284722979222e-37
TMEM9,1.5930145810935164e-37
HSPA9,1.6130400247124988e-37
NF1,1.6352907466616021e-37
XPO1,1.7855459438270514e-37
AKR1C3,1.7923972676086052e-37
RTN4,1.9837110159584783e-37
GPS2,2.0743435553056775e-37
MAGED2,2.094978265375682e-37
TXK,2.200297728504386e-37
PARP14,2.2384945823548724e-37
MBP,2.269941339310026e-37
GPR137,2.369547943546067e-37
PRR13,2.4878329222140554e-37
ATP5F1E,2.5291713954408664e-37
EIF4E2,2.667467198620473e-37
NCR3,2.778882150801346e-37
PHPT1,2.875027073353009e-37
HLA-DPB1,2.9141388402872546e-37
RECQL,3.0682705034755827e-37
UNG,3.1758801200978328e-37
TMEM97,3.552047926909827e-37
CAB39,3.6092642459686225e-37
ADSL,3.6424473683625596e-37
MORF4L2,4.379921508285201e-37
GIHCG,4.8909780986766975e-37
NR2C2AP,4.9801712366424635e-37
CHMP5,5.028111738236162e-37
SMCHD1,5.074135161660647e-37
MFNG,5.3549400415041344e-37
MPST,5.357536531381837e-37
DOK2,5.82661554508115e-37
APOBEC3C,6.201771536937177e-37
UBE2D3,7.659800247845379e-37
PFDN2,7.973246400647201e-37
ERP29,8.27483660668594e-37
HTRA2,8.932596674146102e-37
TMEM98,9.116299856490181e-37
SOCS2,1.0103674014054408e-36
RAB11B,1.0233344179025527e-36
BUD13,1.0539472279271914e-36
NHS,1.0789912165718084e-36
CPNE7,1.2135003285657761e-36
HIF1A,1.4727681773257897e-36
SLC43A2,1.563764964872614e-36
MYO1D,1.7970787281508083e-36
NDUFAF3,1.9096065929154892e-36
PAK2,1.998261043103559e-36
HIST1H3F,2.012439533380711e-36
AL133268.4,2.0551058192426903e-36
FMNL1,2.184727344193167e-36
HMGXB4,2.22676354085093e-36
LAMTOR5,2.3606524506453705e-36
NUDT14,2.4444778436915117e-36
IRF9,2.4878183232457154e-36
SERPINB8,2.8585777631181046e-36
BAZ1B,2.8807131558620283e-36
EXOC6,2.9050735108864295e-36
HIST1H4D,2.9990262982058097e-36
ACD,3.0005206748715483e-36
CHAC2,3.046838709245435e-36
PTOV1,3.0523063387199044e-36
CCPG1,3.1741599685759946e-36
VPS26A,3.2480283327684664e-36
KIAA1324L,3.3014469912832134e-36
PLS3,3.435392712175766e-36
EPB41L4A-AS1,3.6532755326527114e-36
SLIRP,3.686537728337727e-36
SDCBP,3.691552212224418e-36
NUP62,3.789599645587849e-36
MACF1,4.055212617918336e-36
SEC61A1,4.102880826217659e-36
SVIP,4.689099446270728e-36
RAB27B,4.7709497457963124e-36
TMEM63A,5.104250103980374e-36
AL035446.2,6.25642155707349e-36
RGS2,6.263766002945126e-36
MAP2K3,6.276599897157486e-36
MT1F,6.298746169108081e-36
EDEM3,6.434490997298194e-36
EIF2S1,6.78758468323495e-36
CIAO2B,7.319640333203838e-36
UBR7,7.368081999213405e-36
POC1B,8.626718594854562e-36
KDELR1,9.02273569784707e-36
AP1M1,9.445577456925672e-36
ABRACL,9.872866218261467e-36
SPECC1,1.0617770412837675e-35
BTG1,1.1126350210780061e-35
IKBKB,1.3739375964784384e-35
RPS19BP1,1.4938242359650368e-35
FAM102B,1.639231643834323e-35
PNP,1.799860826419623e-35
MACROD1,1.8842866337255975e-35
HELB,1.9411314132398623e-35
JARID2,2.291472874784098e-35
CDC42SE1,2.4176066098236994e-35
RBBP4,2.476656753891862e-35
UQCR11,2.5509493635139254e-35
RPL35,2.722721886375774e-35
ITM2C,2.8218521616901283e-35
SHKBP1,3.000839325038099e-35
Z93241.1,3.1269470216113397e-35
PEA15,3.208346042387963e-35
YWHAQ,3.887404574604407e-35
FANCB,3.9767540129117546e-35
FLOT1,4.628273987443098e-35
TMEM158,4.836283970369232e-35
ITGB1,4.963434935308454e-35
U2AF1,4.985647989708139e-35
ADI1,5.473700328976445e-35
CTSS,5.583390228914141e-35
COMMD8,6.006776491288049e-35
AFAP1L2,6.156420290072464e-35
TES,6.279093879578748e-35
CD300A,6.39287578983209e-35
RAB29,6.908889831149448e-35
RTN2,7.526589855013547e-35
VDAC2,7.70081106180405e-35
STK10,8.434360571956976e-35
TATDN1,8.4815669736713e-35
TM7SF2,8.687097607361345e-35
CISD3,9.092092588459463e-35
MBD5,9.298757796174934e-35
MAP3K6,9.610764639743001e-35
NRIP3,1.0618289910463627e-34
RHEBL1,1.1067856268183106e-34
UBA2,1.1173559480097061e-34
BABAM2,1.1624281496276123e-34
APOBEC3H,1.2637209955069377e-34
CASP1,1.4209802316066528e-34
PIP5K1B,1.495430658670968e-34
CACNA2D4,1.6636446370262882e-34
SDF2L1,1.780911498767254e-34
GOLGB1,1.8547736449137024e-34
TANK,1.909025609106261e-34
CYSLTR1,2.1393290702631546e-34
POP7,2.205547390300275e-34
EMC6,2.440561425656081e-34
BLOC1S2,2.613392451782095e-34
INPP5D,2.829117688222497e-34
FKBP1A,2.9227017812537328e-34
MESD,2.9961396509668782e-34
EIF3I,3.31334949971161e-34
VPS25,3.8853387716549955e-34
TMEM140,4.061998198694584e-34
HMGN3,4.107344802191872e-34
RPS20,4.142852125764536e-34
GNG8,4.291983982109034e-34
SP140L,4.594393283361104e-34
ATP6V1G1,4.802106110533347e-34
CKAP5,4.9343707305114105e-34
WDR83OS,4.963047805462784e-34
TMEM238,5.1298217935240325e-34
ECI1,5.768148603286207e-34
PPP2R1A,5.800744971555436e-34
PLPP5,6.220771991835877e-34
WDR45,6.256065040984982e-34
HIVEP1,6.358608221706823e-34
XIST,6.469843742823574e-34
YWHAE,6.515599091866345e-34
SMIM7,6.591307081525332e-34
LAMP1,6.9163365701161966e-34
C9orf40,7.08090261445984e-34
FAM102A,7.110634723258452e-34
FAM120A,7.148256763353695e-34
DDIAS,7.6999970175733986e-34
MYEF2,7.705053888984738e-34
HASPIN,9.291020872517773e-34
ADGRG1,9.642746630205558e-34
C1GALT1C1,1.004460697507549e-33
AP2M1,1.094593849204956e-33
ATP5MG,1.1977124758600698e-33
PIM3,1.2063195742817475e-33
TOMM40,1.2116415922316222e-33
LINC02256,1.2660730209633864e-33
HSD17B8,1.2740517784717435e-33
PSMG1,1.4356574744037031e-33
TMED10,1.6018680793892133e-33
EIF1AX,1.6043294888852384e-33
TGFBR2,1.6485635974396226e-33
MAML2,1.6862930784292154e-33
CHRM3-AS2,1.7536512609590236e-33
AC093010.2,1.894225650774919e-33
IL4,2.0542332086550983e-33
ASAP1,2.3525040160503495e-33
ELP6,2.3534123589337078e-33
DAPK2,2.3623478895805395e-33
HEXIM1,2.6123300511798126e-33
SLC35B1,2.6799843770433583e-33
CTSF,2.70041193827232e-33
VAV3,2.895948454433889e-33
CTPS1,2.9019701928716383e-33
ATP5MPL,3.0219599367972033e-33
AP1S2,3.0625969385522158e-33
IGBP1,3.489993110302712e-33
ATP8B2,3.679901399630242e-33
PXDC1,3.695418679918505e-33
NMT2,3.99423902109409e-33
HIST1H2AL,4.153343471216856e-33
BTG3,4.4406108046338185e-33
ZMYND8,4.790712234404181e-33
ACP1,4.835595006845337e-33
RNF214,4.985628020169047e-33
UBE2M,5.096709020908166e-33
CMTM7,5.113351278486954e-33
CYB5B,5.276818001525846e-33
ADAM10,5.4415105134187115e-33
CTSL,5.7556102659541084e-33
SPCS2,5.9724911955279324e-33
MRPL16,6.1443180473998704e-33
USP48,6.375320000036198e-33
RUNX3,6.418529920640557e-33
HLA-DRA,6.814469288029835e-33
GTF2A2,7.206593760240834e-33
TTC7A,7.593134549831945e-33
LDHB,7.657977914706774e-33
PCMT1,1.0656626165273384e-32
IL18R1,1.0857397454993909e-32
PLAC8,1.1813261556352566e-32
NMI,1.2108385537330248e-32
EIF3K,1.2257847775156011e-32
CNPY3,1.2613068004595303e-32
AC004943.2,1.4113384481954566e-32
CD68,1.4717762363376414e-32
NME4,1.7169666364770316e-32
ATAD3C,1.7518987183976572e-32
APRT,1.7988893860353996e-32
HIGD1A,2.0071543370107916e-32
PPCDC,2.0754040683615464e-32
FCGRT,2.0803560728932707e-32
RAB3GAP1,2.101269446844213e-32
CAPNS1,2.3332795274287175e-32
TENT5C,2.685879384176454e-32
HAUS1,2.865918316797298e-32
GDE1,3.5919776174156084e-32
ERAP2,3.6031596977410936e-32
PCBP1,3.6212861678838296e-32
FXYD5,3.6300487413264837e-32
RBMS1,3.863303485485674e-32
SLC25A39,3.9257762423489924e-32
NDUFA11,4.033154760695338e-32
LINC01138,4.0496220645125927e-32
PALM2-AKAP2,4.1343030540227074e-32
FCER1G,4.457786455589678e-32
AHNAK,4.686636491548488e-32
SRRM1,5.110827335154533e-32
TRPC4AP,5.188567068278095e-32
CCNI,5.461137967377839e-32
HEG1,5.767033147747825e-32
MRPS23,6.085041900554606e-32
APLP2,6.108274861503042e-32
CSRP1,6.383502988306369e-32
HIGD2A,6.625981048571184e-32
BATF,7.65238971455763e-32
PPM1K,7.805271415611938e-32
CALM2,8.046250196620943e-32
DYNLT1,8.157933628039502e-32
CCDC124,8.777154640383187e-32
IER3IP1,9.015261950470204e-32
ERP44,1.0491868746795554e-31
PIN1,1.0507009873682351e-31
SEC11A,1.2156009305018786e-31
ARHGAP15,1.2322476943204581e-31
TTF1,1.273805014880024e-31
TXNL4A,1.307482296850783e-31
SEC11C,1.312782660721374e-31
SEPHS1,1.4381947636786164e-31
SSR1,1.4491252298560796e-31
POLD2,1.4629373066198883e-31
PDAP1,1.4708144868878784e-31
NT5C3B,1.4898733076893875e-31
KIAA0825,1.6569927785620805e-31
NOL3,1.8837788309366554e-31
SERPINB6,1.8996629790786943e-31
PGRMC1,1.9686263520019996e-31
SNHG8,1.978680050646111e-31
XRCC2,2.109016085999505e-31
PLEKHH2,2.2071149060816044e-31
CCDC167,2.30263138633326e-31
FAM32A,2.4102095880646246e-31
IER3,2.466946531420593e-31
CTDSP1,2.549430766769307e-31
SH2D3C,2.562550163318301e-31
NELFE,2.786910144751908e-31
EIF2B2,3.346796118924712e-31
CLN6,3.5017567928492936e-31
STAT2,3.6307016497436493e-31
MLH1,3.681028734949808e-31
DYNLRB1,3.6969397676402234e-31
APOL6,3.8006163571582052e-31
HNRNPUL2,3.8215984366777876e-31
EIF5,4.015163067879889e-31
TLN1,4.106452557851154e-31
CTSB,4.1456910352514725e-31
SSBP1,4.1614509873955615e-31
GPCPD1,4.172445214425995e-31
ELOVL1,4.572005161628612e-31
SLC25A11,4.981879363808006e-31
MHENCR,5.371747672827664e-31
SUV39H1,5.644080593085948e-31
TSPAN32,5.659018772291763e-31
GLYCTK,6.038808525654558e-31
SOAT1,6.715199983911045e-31
NDUFS5,7.40303958218914e-31
NRGN,7.871038744089798e-31
PTP4A2,8.19523433303492e-31
FTSJ3,8.519181692121279e-31
C16orf74,9.106234921533918e-31
MAP3K5,9.201260345045692e-31
RGS14,9.487372610795543e-31
HSPD1,1.116442121807301e-30
TOR3A,1.1572802433576738e-30
PTBP1,1.1874658835332396e-30
AKT1,1.2258621161728251e-30
SH3BP5,1.3393650541862472e-30
CFI,1.3468138853444316e-30
PLD3,1.4053519324594833e-30
PRPF38A,1.4113694788200041e-30
C21orf91,1.4547937594230037e-30
AGPAT4,1.4872250218270028e-30
BSG,1.4977872995065304e-30
PSMB5,1.547923892433267e-30
TOMM6,1.57563953073344e-30
TAF10,1.5765107343156964e-30
ECI2,1.7042147272190833e-30
ADA,1.708469503838185e-30
USP14,1.7309731265688636e-30
C3AR1,1.733750925732241e-30
CD247,1.854018030256717e-30
SASS6,1.8711474699766342e-30
ARID5B,1.8743489962196073e-30
ATP6V0E2,1.9151275212221358e-30
SH2D2A,1.923580304074945e-30
RBFOX1,1.940288067138772e-30
PLEK,1.9642695769111466e-30
RHOG,2.156223986487598e-30
RGS1,2.1580679450347523e-30
GLO1,2.2531682988781625e-30
COMMD7,2.2680931074878125e-30
FAF1,2.276731162934028e-30
SHISA5,2.2914460876402612e-30
VANGL1,2.340031196723116e-30
CPPED1,2.7001423494965714e-30
NECTIN3,2.7091723821554973e-30
SKAP1,2.877693713165298e-30
NPC2,3.2231479045458515e-30
CD151,3.237838992971995e-30
SPOCK3,3.593074065195941e-30
LINC02340,3.9874523255277176e-30
DDX24,4.022825850025587e-30
CHEK2,4.135180410506835e-30
DRG1,4.13655070082551e-30
MAP2K1,4.2077760573301406e-30
GPR171,4.21091724532915e-30
AL021155.5,4.384696098571159e-30
DCPS,4.6424556619563485e-30
TMEM123,4.7477781582673066e-30
MAT2A,4.8779075682576455e-30
AK2,4.92773723617244e-30
NSMCE2,5.1249359305132005e-30
TPGS1,5.198388055851994e-30
SNRPB2,5.3662863205078626e-30
SPAG7,5.9385522472206936e-30
TOR1A,6.660758123555667e-30
TCEAL4,6.707814488943719e-30
SF3B5,6.949903804874553e-30
ATP6V0B,7.060867013162467e-30
GIMAP8,8.295923162833564e-30
CTHRC1,8.570440017493166e-30
EIF4EBP1,8.728996164366027e-30
LRRFIP2,8.808289166870268e-30
RASA2,8.941939471976085e-30
DTX3L,9.155086951317133e-30
MRPS18A,9.376911730322675e-30
WARS,9.653561227800386e-30
BCL7C,9.729659393461167e-30
WASF2,9.8362852274243e-30
CCT7,1.1069519008575212e-29
PTDSS1,1.1117803333377162e-29
IL6ST,1.1748945016938022e-29
GRB2,1.2089095613655805e-29
SELENOS,1.2322828511702663e-29
RPS17,1.3571257021776383e-29
DERL1,1.3830740754930905e-29
NT5DC1,1.517197209678818e-29
PHLPP1,1.5306783661405757e-29
ARL6IP6,1.588320042086852e-29
THOC6,1.6289450746161762e-29
U2AF1L4,1.632891007662431e-29
PLEKHA7,1.6447196241868515e-29
UBE2J1,1.6513162838397966e-29
KLF12,1.706433903441676e-29
AC009315.1,1.8399568860560614e-29
ZDBF2,1.9647716894733543e-29
FDXR,1.9742859320900833e-29
ATP6V1D,2.0376964677894166e-29
DCLRE1B,2.0641423967500953e-29
BZW1,2.081743611729803e-29
ACTR1A,2.0999595164052951e-29
FOXP1,2.183273155548972e-29
SNX9,2.3828937326191243e-29
SIGLEC10,2.50568113592066e-29
COPZ1,2.6630792768580904e-29
PSMG2,2.8707015574517295e-29
DDA1,2.920832571956233e-29
CENPO,2.973523235328308e-29
RNF165,3.109309095077295e-29
DARS,3.441063073277471e-29
SNRNP70,3.5794039538443846e-29
IL2RB,3.90324195618955e-29
NDUFV1,3.9973150665976484e-29
CMAS,4.068493756922521e-29
TXNRD1,4.260305424962197e-29
ARL8B,4.3008584157106326e-29
HSPA1A,4.4417104843760685e-29
SMIM12,4.4532013080598476e-29
ACAA1,4.6695066101284074e-29
EMID1,4.8537234516757404e-29
TTC28,5.194054350378018e-29
CEP152,5.89487385920646e-29
XCL2,6.256699420659117e-29
ZBTB32,6.421588944305598e-29
TBC1D1,6.456404199939037e-29
RGS9,6.899170871106228e-29
EIF4EBP3,7.023698732722396e-29
CYBC1,7.104881933217855e-29
RNF11,7.167955110831885e-29
LIN7A,7.594578928868835e-29
FNDC3A,7.765482141454443e-29
BABAM1,7.786541214864234e-29
DCAF11,7.835740367823286e-29
GPS1,7.840651654171822e-29
NMUR1,7.935942029044904e-29
NSMCE1-DT,8.251282630415695e-29
PDIA4,9.143440030315611e-29
MRPL14,9.98912127561332e-29
LRRC59,1.0089358172605662e-28
MRPS7,1.0160750672566694e-28
CASTOR1,1.0621798349953973e-28
AP1B1,1.0729990096159206e-28
TNNT1,1.0734916843414992e-28
ERVMER61-1,1.2157124253224596e-28
RFC1,1.2544455965600366e-28
CCNE1,1.3021577591114536e-28
FANCA,1.419730307512405e-28
SLC29A1,1.4268114801611907e-28
TMEM208,1.556644389300673e-28
ROCK1,1.70116025557736e-28
NUDT8,1.7915407938666228e-28
ADH5,1.8182285264076804e-28
CCDC18,1.8272316060296035e-28
PARVG,2.1492414802876002e-28
HNF1B,2.4079566496115845e-28
R3HDM4,2.5577629763016806e-28
POP4,2.70630223144269e-28
HADH,2.784714791262492e-28
ARMCX3,2.847590126567043e-28
E2F4,2.9991231125740256e-28
IAH1,2.999141560814936e-28
GPR55,3.1480004258275916e-28
C1orf162,3.287530208016266e-28
TUBB6,3.385103744729246e-28
PPP2R3C,4.306451285875325e-28
TOMM22,4.725838144926975e-28
TBC1D10C,5.079244807067189e-28
MOB1A,5.154434071346725e-28
CCR5,5.18518238995706e-28
PTPRN2,5.204276073831075e-28
DDX49,6.465514417873059e-28
RALA,6.6927238315606285e-28
NHP2,6.905446166050142e-28
CENPI,7.160745999975221e-28
AP3M2,7.4338752510873585e-28
CELF2,7.621126414616119e-28
RFWD3,7.813065897242838e-28
SRP19,7.991828923297691e-28
GML,8.00021459512585e-28
PCNT,8.381321135705914e-28
DIAPH1,8.413218632310281e-28
PEBP1,8.473872005799513e-28
RPL26L1,8.676006610513182e-28
ARF5,8.833356233308387e-28
TMEM256,8.891143235677288e-28
XRN2,8.923651773388784e-28
AIFM2,9.194660062184077e-28
FAM83D,9.217153086572947e-28
TRIP10,9.24391369419607e-28
GK,9.406590402573956e-28
CD47,9.604812491650023e-28
TAF1D,1.0135728537994575e-27
UXS1,1.0215756443261446e-27
RASGRP3,1.1061483692649342e-27
MED30,1.1202170750640459e-27
BRK1,1.2357433655566353e-27
IKZF3,1.2416013296010286e-27
TMEM173,1.2524400305224431e-27
EIF2A,1.287692917851093e-27
CCDC200,1.3375687025165315e-27
ATP5PB,1.3898984342627666e-27
IMPA2,1.4063816488698825e-27
TMEM91,1.7076534798011293e-27
VSIR,1.7564673077226148e-27
H2AFJ,1.9547374719980363e-27
CD96,2.2668741088981696e-27
RBM26,2.6659324009551564e-27
RIF1,2.8618094105516128e-27
FOXN3,3.0750387703065416e-27
SERPINB9,3.121851036066536e-27
DDX11,3.269513205979082e-27
ATP2A3,3.583177051603477e-27
B3GNT5,3.637285643491092e-27
CPNE8,3.795997313790556e-27
IFIT5,3.8088609104009606e-27
DOCK5,4.014196577649905e-27
EME1,4.154121376435337e-27
NETO2,4.3512788618487216e-27
SMIM24,4.755731911024358e-27
CHRAC1,4.839846345421128e-27
EPB41L2,4.929167016247416e-27
TAFA1,4.9315725543236495e-27
NRAS,5.1069789877370044e-27
NTRK2,5.378088850797318e-27
SNHG32,5.899079381342734e-27
RNF138,6.4490121552666685e-27
CDCP1,7.209658952344243e-27
TMEM273,7.303336419612344e-27
SPATA5,7.429651820713924e-27
GSS,7.869958921059798e-27
YBX3,8.014739979247408e-27
L3MBTL4,8.382438865975563e-27
ASL,8.86530164581429e-27
CLEC2D,9.429383286319425e-27
AC092683.1,9.686141512845618e-27
PDHA1,9.898398117109431e-27
AC013264.1,1.0440455165800285e-26
LINC01123,1.0886290982335033e-26
HRH2,1.1588873914392572e-26
F2RL3,1.1704486897017109e-26
SLC43A3,1.1998335121243722e-26
HS3ST3B1,1.204856944048397e-26
ANXA4,1.2190383126686223e-26
PCAT1,1.2846433194619975e-26
XRCC3,1.3043160806099774e-26
SRGAP2,1.314348471928735e-26
TBX21,1.3312621518097878e-26
BSPRY,1.3441114199243452e-26
STOM,1.425748031563755e-26
DBF4,1.4329883576139934e-26
USP37,1.4954048367598588e-26
GNAI3,1.6647223623966362e-26
TMEM230,1.671945903127633e-26
SH3BGRL,1.7085839369582256e-26
PET100,1.8784404987262628e-26
MRPS12,1.9971819915942862e-26
GRK6,2.464655109035648e-26
HNRNPUL1,2.8153699927073347e-26
CHCHD5,2.831822222232826e-26
POLE,2.865871096000582e-26
LPGAT1,2.941371895304632e-26
REXO2,3.00209371547253e-26
VMP1,3.0794693723658966e-26
PACS1,3.32968728819629e-26
SLC9A7,3.3818574474636995e-26
DOCK10,3.592763252370924e-26
CD9,3.722067454461737e-26
BRI3,3.7963799794475584e-26
HBS1L,3.892645592282396e-26
SMIM20,3.904236411915902e-26
COPS5,4.246385671779717e-26
RUNX2,4.583474657162181e-26
SRM,4.7457894941323053e-26
SMARCE1,4.7828534240112e-26
USO1,5.1041836647814785e-26
RASSF2,5.686676923384767e-26
COMMD1,6.331190974082597e-26
CCDC85B,6.427905187841924e-26
EIF3A,6.853332832212786e-26
LINC02050,6.856477628701867e-26
NOP56,7.126977125476616e-26
TAF15,7.504208817505961e-26
DHX15,7.740448417444631e-26
AC012447.1,7.926157236248737e-26
SNX20,7.991802629095939e-26
CROCC,8.053799488294978e-26
MZT2A,8.255848851179049e-26
PLP2,8.339726446238993e-26
RAB38,8.619708927521204e-26
IMMP2L,8.730641806921277e-26
SCCPDH,8.878832193471419e-26
SHMT1,1.0412197927481325e-25
BTN3A1,1.0540238540256596e-25
OVCH1-AS1,1.0645569923303157e-25
BRI3BP,1.114995921630847e-25
TADA3,1.1176731992810183e-25
OST4,1.1278126146118945e-25
COX20,1.1520227891742597e-25
C1orf112,1.1611741442640747e-25
PLCL2,1.1992320511070487e-25
CHMP1A,1.2012423387935208e-25
DHRS7B,1.230233523099017e-25
NIP7,1.2505223819178353e-25
PCID2,1.2627926944670386e-25
IMPDH2,1.3269393470273568e-25
NAA16,1.3833676985308032e-25
ASRGL1,1.452559819975135e-25
CD2BP2,1.4642767806941304e-25
ARHGEF12,1.5976742779688672e-25
GLG1,1.6010462555602114e-25
CDC123,1.6146963563017295e-25
RNFT2,1.7052372465577428e-25
AGK,1.734744394176408e-25
CTLA4,1.7361214670670904e-25
DNAJA1,1.8284636666168642e-25
LBR,1.8528801876889956e-25
TWISTNB,1.8709568354184976e-25
PCSK6,1.9542185727730416e-25
BCL11B,2.0037773496439415e-25
GPX7,2.23599919998251e-25
FAM53C,2.2691974033298654e-25
PTBP3,2.296067719440695e-25
CAPN2,2.3638825646780166e-25
CNTRL,2.3655919666545026e-25
FBXW5,2.5281939744993657e-25
TGFBR1,2.588460191035308e-25
TAF7,2.6632266350980316e-25
TERF2IP,2.935340674847131e-25
MAPK1,3.133576922688131e-25
AC092535.4,3.4565884005995804e-25
PDE4DIP,3.518235267723983e-25
AC022182.2,3.9344309505034755e-25
PPP5C,3.9577575548965555e-25
UFM1,4.027322283008511e-25
ANKRD9,4.131980773838387e-25
WBP1,4.261466456486455e-25
LPAR5,4.608316754799329e-25
MIEN1,4.650835181294048e-25
ANXA2R,4.959006452006098e-25
RNF24,5.7781014029885435e-25
TP63,5.951078554366346e-25
SLC20A1,6.017647969851681e-25
COPS8,6.056635887825654e-25
SKIL,6.345104410092065e-25
TMEM109,6.4756748477121e-25
DEGS1,6.952485481722658e-25
SAPCD2,7.2895877039616e-25
ZKSCAN1,7.306123112898962e-25
UGCG,7.926125410841247e-25
RSU1,8.014280781035655e-25
BTLA,8.096260016638239e-25
TPCN1,8.452068367324721e-25
RAB27A,8.704477242847886e-25
SLC35F1,8.77962440109761e-25
MRPS36,9.028446138026255e-25
SORBS3,9.220442662266713e-25
PFKP,9.375596523995059e-25
MIB2,9.763318661844357e-25
GLMP,1.042835056327485e-24
TMX4,1.0524571233715546e-24
SCAMP2,1.0691190060534716e-24
RGS10,1.3290773746408893e-24
CSNK1A1,1.36904205281211e-24
GTSF1,1.4119648635834916e-24
U2AF1L5,1.4847248933193843e-24
SH2D1A,1.4966077409530668e-24
PPP1R7,1.508194634233364e-24
MRPL20,1.710458330087492e-24
DNAJC1,1.7343946950664947e-24
MMP25-AS1,1.8041414955903712e-24
HCFC1,1.9335600199282357e-24
ODC1,2.394630851252423e-24
AP3S1,2.437827217044689e-24
BAG1,2.462143015341256e-24
